index,zinnen,woorden
108,gedeputeerde staten verlenen een vergunning als bedoeld in het tweede lid uitsluitend indien is voldaan aan ,"['gedeputeerde', ' ', 'staten', ' ', 'verlenen', ' ', 'een', ' ', 'vergunning', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'uitsluitend', ' ', 'indien', ' ', 'is', ' ', 'voldaan', ' ', 'aan', ' ']"
109,"het verbod, bedoeld in het tweede lid, is niet van toepassing op projecten ten aanzien waarvan bij of krachtens enige wettelijke bepaling een besluit is vereist, indien bij of krachtens die wet is bepaald dat dat besluit uitsluitend wordt vastgesteld indien is voldaan aan ","['het', ' ', 'verbod', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ', ', 'is', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'op', ' ', 'projecten', ' ', 'ten', ' ', 'aanzien', ' ', 'waarvan', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'enige', ' ', 'wettelijke', ' ', 'bepaling', ' ', 'een', ' ', 'besluit', ' ', 'is', ' ', 'vereist', ', ', 'indien', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'die', ' ', 'wet', ' ', 'is', ' ', 'bepaald', ' ', 'dat', ' ', 'dat', ' ', 'besluit', ' ', 'uitsluitend', ' ', 'wordt', ' ', 'vastgesteld', ' ', 'indien', ' ', 'is', ' ', 'voldaan', ' ', 'aan', ' ']"
110,voor een plan als bedoeld in ,"['voor', ' ', 'een', ' ', 'plan', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
111,"in afwijking van het eerste lid hoeft geen passende beoordeling te worden gemaakt, ingeval het plan of het project een herhaling of voortzetting is van een ander plan, onderscheidenlijk project, of deel uitmaakt van een ander plan, voor zover voor dat andere plan of project een passende beoordeling is gemaakt en een nieuwe passende beoordeling redelijkerwijs geen nieuwe gegevens en inzichten kan opleveren over de significante gevolgen van dat plan of project.","['in', ' ', 'afwijking', ' ', 'van', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'hoeft', ' ', 'geen', ' ', 'passende', ' ', 'beoordeling', ' ', 'te', ' ', 'worden', ' ', 'gemaakt', ', ', 'ingeval', ' ', 'het', ' ', 'plan', ' ', 'of', ' ', 'het', ' ', 'project', ' ', 'een', ' ', 'herhaling', ' ', 'of', ' ', 'voortzetting', ' ', 'is', ' ', 'van', ' ', 'een', ' ', 'ander', ' ', 'plan', ', ', 'onderscheidenlijk', ' ', 'project', ', ', 'of', ' ', 'deel', ' ', 'uitmaakt', ' ', 'van', ' ', 'een', ' ', 'ander', ' ', 'plan', ', ', 'voor', ' ', 'zover', ' ', 'voor', ' ', 'dat', ' ', 'andere', ' ', 'plan', ' ', 'of', ' ', 'project', ' ', 'een', ' ', 'passende', ' ', 'beoordeling', ' ', 'is', ' ', 'gemaakt', ' ', 'en', ' ', 'een', ' ', 'nieuwe', ' ', 'passende', ' ', 'beoordeling', ' ', 'redelijkerwijs', ' ', 'geen', ' ', 'nieuwe', ' ', 'gegevens', ' ', 'en', ' ', 'inzichten', ' ', 'kan', ' ', 'opleveren', ' ', 'over', ' ', 'de', ' ', 'significante', ' ', 'gevolgen', ' ', 'van', ' ', 'dat', ' ', 'plan', ' ', 'of', ' ', 'project', '.']"
112,"het bestuursorgaan stelt het plan uitsluitend vast, en gedeputeerde staten verlenen voor het project, bedoeld in het eerste lid, uitsluitend een vergunning, indien uit de passende beoordeling de zekerheid is verkregen dat het plan, onderscheidenlijk het project de natuurlijke kenmerken van het gebied niet zal aantasten.","['het', ' ', 'bestuursorgaan', ' ', 'stelt', ' ', 'het', ' ', 'plan', ' ', 'uitsluitend', ' ', 'vast', ', ', 'en', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'verlenen', ' ', 'voor', ' ', 'het', ' ', 'project', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'uitsluitend', ' ', 'een', ' ', 'vergunning', ', ', 'indien', ' ', 'uit', ' ', 'de', ' ', 'passende', ' ', 'beoordeling', ' ', 'de', ' ', 'zekerheid', ' ', 'is', ' ', 'verkregen', ' ', 'dat', ' ', 'het', ' ', 'plan', ', ', 'onderscheidenlijk', ' ', 'het', ' ', 'project', ' ', 'de', ' ', 'natuurlijke', ' ', 'kenmerken', ' ', 'van', ' ', 'het', ' ', 'gebied', ' ', 'niet', ' ', 'zal', ' ', 'aantasten', '.']"
113,"in afwijking van het derde lid kan, ondanks het feit dat uit de passende beoordeling de vereiste zekerheid niet is verkregen, het plan worden vastgesteld, onderscheidenlijk de vergunning worden verleend, indien is voldaan aan elk van de volgende voorwaarden:","['in', ' ', 'afwijking', ' ', 'van', ' ', 'het', ' ', 'derde', ' ', 'lid', ' ', 'kan', ', ', 'ondanks', ' ', 'het', ' ', 'feit', ' ', 'dat', ' ', 'uit', ' ', 'de', ' ', 'passende', ' ', 'beoordeling', ' ', 'de', ' ', 'vereiste', ' ', 'zekerheid', ' ', 'niet', ' ', 'is', ' ', 'verkregen', ', ', 'het', ' ', 'plan', ' ', 'worden', ' ', 'vastgesteld', ', ', 'onderscheidenlijk', ' ', 'de', ' ', 'vergunning', ' ', 'worden', ' ', 'verleend', ', ', 'indien', ' ', 'is', ' ', 'voldaan', ' ', 'aan', ' ', 'elk', ' ', 'van', ' ', 'de', ' ', 'volgende', ' ', 'voorwaarden', ':']"
114,"ingeval het plan, onderscheidenlijk het project, bedoeld in het eerste lid, significante gevolgen kan hebben voor een prioritair type natuurlijke habitat of een prioritaire soort in een natura 2000-gebied, geldt, in afwijking van het vierde lid, onderdeel b, de voorwaarde dat het plan, onderscheidenlijk het project nodig is vanwege:","['ingeval', ' ', 'het', ' ', 'plan', ', ', 'onderscheidenlijk', ' ', 'het', ' ', 'project', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'significante', ' ', 'gevolgen', ' ', 'kan', ' ', 'hebben', ' ', 'voor', ' ', 'een', ' ', 'prioritair', ' ', 'type', ' ', 'natuurlijke', ' ', 'habitat', ' ', 'of', ' ', 'een', ' ', 'prioritaire', ' ', 'soort', ' ', 'in', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ', ', 'geldt', ', ', 'in', ' ', 'afwijking', ' ', 'van', ' ', 'het', ' ', 'vierde', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'b', ', ', 'de', ' ', 'voorwaarde', ' ', 'dat', ' ', 'het', ' ', 'plan', ', ', 'onderscheidenlijk', ' ', 'het', ' ', 'project', ' ', 'nodig', ' ', 'is', ' ', 'vanwege', ':']"
115,"een advies van de europese commissie als bedoeld in het vijfde lid, onderdeel b, wordt door onze minister gevraagd. het bestuursorgaan, onderscheidenlijk gedeputeerde staten doen daartoe een verzoek aan onze minister.","['een', ' ', 'advies', ' ', 'van', ' ', 'de', ' ', 'europese', ' ', 'commissie', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'vijfde', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'b', ', ', 'wordt', ' ', 'door', ' ', 'onze', ' ', 'minister', ' ', 'gevraagd', '. ', 'het', ' ', 'bestuursorgaan', ', ', 'onderscheidenlijk', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'doen', ' ', 'daartoe', ' ', 'een', ' ', 'verzoek', ' ', 'aan', ' ', 'onze', ' ', 'minister', '.']"
116,"compenserende maatregelen als bedoeld in het vierde lid, onderdeel c, maken onderdeel uit van het plan. de verplichting om compenserende maatregelen te treffen maakt onderdeel uit van de vergunning voor het project, bedoeld in het eerste lid, tenzij die verplichting volgt uit het programma, bedoeld in ","['compenserende', ' ', 'maatregelen', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'vierde', ' ', 'lid', ', ', 'onderdeel', ' ', 'c', ', ', 'maken', ' ', 'onderdeel', ' ', 'uit', ' ', 'van', ' ', 'het', ' ', 'plan', '. ', 'de', ' ', 'verplichting', ' ', 'om', ' ', 'compenserende', ' ', 'maatregelen', ' ', 'te', ' ', 'treffen', ' ', 'maakt', ' ', 'onderdeel', ' ', 'uit', ' ', 'van', ' ', 'de', ' ', 'vergunning', ' ', 'voor', ' ', 'het', ' ', 'project', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'tenzij', ' ', 'die', ' ', 'verplichting', ' ', 'volgt', ' ', 'uit', ' ', 'het', ' ', 'programma', ', ', 'bedoeld', ' ', 'in', ' ']"
117,"ingeval een compenserende maatregel voorziet in de ontwikkeling of verbetering van leefgebieden voor vogels, natuurlijke habitats of habitats voor soorten buiten een natura 2000-gebied, draagt onze minister ervoor zorg dat deze leefgebieden of habitats een natura 2000-gebied, of een onderdeel van een natura 2000-gebied worden.","['ingeval', ' ', 'een', ' ', 'compenserende', ' ', 'maatregel', ' ', 'voorziet', ' ', 'in', ' ', 'de', ' ', 'ontwikkeling', ' ', 'of', ' ', 'verbetering', ' ', 'van', ' ', 'leefgebieden', ' ', 'voor', ' ', 'vogels', ', ', 'natuurlijke', ' ', 'habitats', ' ', 'of', ' ', 'habitats', ' ', 'voor', ' ', 'soorten', ' ', 'buiten', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ', ', 'draagt', ' ', 'onze', ' ', 'minister', ' ', 'ervoor', ' ', 'zorg', ' ', 'dat', ' ', 'deze', ' ', 'leefgebieden', ' ', 'of', ' ', 'habitats', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ', ', 'of', ' ', 'een', ' ', 'onderdeel', ' ', 'van', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ' ', 'worden', '.']"
118,"het verbod, bedoeld in ","['het', ' ', 'verbod', ', ', 'bedoeld', ' ', 'in', ' ']"
119,"het verbod, bedoeld in ","['het', ' ', 'verbod', ', ', 'bedoeld', ' ', 'in', ' ']"
120,op grond van het tweede lid kunnen uitsluitend categorieën van projecten als bedoeld in ,"['op', ' ', 'grond', ' ', 'van', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'kunnen', ' ', 'uitsluitend', ' ', 'categorieën', ' ', 'van', ' ', 'projecten', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
121,"bij ministeriële regeling kunnen regels worden gesteld over de wijze waarop wordt vastgesteld of plannen, projecten of andere handelingen dan projecten als bedoeld in ","['bij', ' ', 'ministeriële', ' ', 'regeling', ' ', 'kunnen', ' ', 'regels', ' ', 'worden', ' ', 'gesteld', ' ', 'over', ' ', 'de', ' ', 'wijze', ' ', 'waarop', ' ', 'wordt', ' ', 'vastgesteld', ' ', 'of', ' ', 'plannen', ', ', 'projecten', ' ', 'of', ' ', 'andere', ' ', 'handelingen', ' ', 'dan', ' ', 'projecten', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
122,een ministeriële regeling als bedoeld in het tweede lid wordt niet eerder vastgesteld dan vier weken nadat het ontwerp aan beide kamers der staten-generaal is overgelegd.,"['een', ' ', 'ministeriële', ' ', 'regeling', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'wordt', ' ', 'niet', ' ', 'eerder', ' ', 'vastgesteld', ' ', 'dan', ' ', 'vier', ' ', 'weken', ' ', 'nadat', ' ', 'het', ' ', 'ontwerp', ' ', 'aan', ' ', 'beide', ' ', 'kamers', ' ', 'der', ' ', 'staten', '-', 'generaal', ' ', 'is', ' ', 'overgelegd', '.']"
123,"ingeval een natura 2000-gebied geheel of gedeeltelijk wordt beheerd door één van onze andere ministers berusten voor dat gebied, onderscheidenlijk dat gedeelte:","['ingeval', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ' ', 'geheel', ' ', 'of', ' ', 'gedeeltelijk', ' ', 'wordt', ' ', 'beheerd', ' ', 'door', ' éé', 'n', ' ', 'van', ' ', 'onze', ' ', 'andere', ' ', 'ministers', ' ', 'berusten', ' ', 'voor', ' ', 'dat', ' ', 'gebied', ', ', 'onderscheidenlijk', ' ', 'dat', ' ', 'gedeelte', ':']"
124,"onze ministers nemen op grond van het eerste lid geen besluiten dan na overleg met gedeputeerde staten van de provincies waarin het natura 2000-gebied is gelegen, tenzij spoed is geboden.","['onze', ' ', 'ministers', ' ', 'nemen', ' ', 'op', ' ', 'grond', ' ', 'van', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'geen', ' ', 'besluiten', ' ', 'dan', ' ', 'na', ' ', 'overleg', ' ', 'met', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincies', ' ', 'waarin', ' ', 'het', ' ', 'natura', ' ', '2000', '-', 'gebied', ' ', 'is', ' ', 'gelegen', ', ', 'tenzij', ' ', 'spoed', ' ', 'is', ' ', 'geboden', '.']"
125,"ingeval een natura 2000-gebied is gelegen in meer dan één provincie, wordt het beheerplan, bedoeld in ","['ingeval', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ' ', 'is', ' ', 'gelegen', ' ', 'in', ' ', 'meer', ' ', 'dan', ' éé', 'n', ' ', 'provincie', ', ', 'wordt', ' ', 'het', ' ', 'beheerplan', ', ', 'bedoeld', ' ', 'in', ' ']"
126,gedeputeerde staten nemen op grond van het derde lid geen besluiten dan in overeenstemming met gedeputeerde staten van de provincies waarin het natura 2000-gebied mede is gelegen.,"['gedeputeerde', ' ', 'staten', ' ', 'nemen', ' ', 'op', ' ', 'grond', ' ', 'van', ' ', 'het', ' ', 'derde', ' ', 'lid', ' ', 'geen', ' ', 'besluiten', ' ', 'dan', ' ', 'in', ' ', 'overeenstemming', ' ', 'met', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincies', ' ', 'waarin', ' ', 'het', ' ', 'natura', ' ', '2000', '-', 'gebied', ' ', 'mede', ' ', 'is', ' ', 'gelegen', '.']"
127,"ingeval een natura 2000-gebied is gelegen in meer dan één provincie, wordt het besluit, bedoeld in ","['ingeval', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ' ', 'is', ' ', 'gelegen', ' ', 'in', ' ', 'meer', ' ', 'dan', ' éé', 'n', ' ', 'provincie', ', ', 'wordt', ' ', 'het', ' ', 'besluit', ', ', 'bedoeld', ' ', 'in', ' ']"
128,"onze minister kan een gebied, niet zijnde een natura 2000-gebied, als bijzonder nationaal natuurgebied aanwijzen ingeval:","['onze', ' ', 'minister', ' ', 'kan', ' ', 'een', ' ', 'gebied', ', ', 'niet', ' ', 'zijnde', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ', ', 'als', ' ', 'bijzonder', ' ', 'nationaal', ' ', 'natuurgebied', ' ', 'aanwijzen', ' ', 'ingeval', ':']"
129,op een besluit als bedoeld in het eerste lid is ,"['op', ' ', 'een', ' ', 'besluit', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'is', ' ']"
130,de ,"['de', ' ']"
131,de voordracht voor een algemene maatregel van bestuur als bedoeld in het derde lid wordt niet gedaan dan nadat over de daarin te regelen overdracht van bevoegdheden en verantwoordelijkheden overeenstemming is bereikt met gedeputeerde staten van de betrokken provincie.,"['de', ' ', 'voordracht', ' ', 'voor', ' ', 'een', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'derde', ' ', 'lid', ' ', 'wordt', ' ', 'niet', ' ', 'gedaan', ' ', 'dan', ' ', 'nadat', ' ', 'over', ' ', 'de', ' ', 'daarin', ' ', 'te', ' ', 'regelen', ' ', 'overdracht', ' ', 'van', ' ', 'bevoegdheden', ' ', 'en', ' ', 'verantwoordelijkheden', ' ', 'overeenstemming', ' ', 'is', ' ', 'bereikt', ' ', 'met', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'betrokken', ' ', 'provincie', '.']"
132,het is verboden opzettelijk van nature in nederland in het wild levende vogels van soorten als bedoeld in artikel 1 van de vogelrichtlijn te doden of te vangen.,"['het', ' ', 'is', ' ', 'verboden', ' ', 'opzettelijk', ' ', 'van', ' ', 'nature', ' ', 'in', ' ', 'nederland', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'vogels', ' ', 'van', ' ', 'soorten', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'artikel', '\xa0', '1', ' ', 'van', ' ', 'de', ' ', 'vogelrichtlijn', ' ', 'te', ' ', 'doden', ' ', 'of', ' ', 'te', ' ', 'vangen', '.']"
133,"het is verboden opzettelijk nesten, rustplaatsen en eieren van vogels als bedoeld in het eerste lid te vernielen of te beschadigen, of nesten van vogels weg te nemen.","['het', ' ', 'is', ' ', 'verboden', ' ', 'opzettelijk', ' ', 'nesten', ', ', 'rustplaatsen', ' ', 'en', ' ', 'eieren', ' ', 'van', ' ', 'vogels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'te', ' ', 'vernielen', ' ', 'of', ' ', 'te', ' ', 'beschadigen', ', ', 'of', ' ', 'nesten', ' ', 'van', ' ', 'vogels', ' ', 'weg', ' ', 'te', ' ', 'nemen', '.']"
134,het is verboden eieren van vogels als bedoeld in het eerste lid te rapen en deze onder zich te hebben.,"['het', ' ', 'is', ' ', 'verboden', ' ', 'eieren', ' ', 'van', ' ', 'vogels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'te', ' ', 'rapen', ' ', 'en', ' ', 'deze', ' ', 'onder', ' ', 'zich', ' ', 'te', ' ', 'hebben', '.']"
135,het is verboden vogels als bedoeld in het eerste lid opzettelijk te storen.,"['het', ' ', 'is', ' ', 'verboden', ' ', 'vogels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'opzettelijk', ' ', 'te', ' ', 'storen', '.']"
136,"het verbod, bedoeld in het vierde lid, is niet van toepassing indien de storing niet van wezenlijke invloed is op de staat van instandhouding van de desbetreffende vogelsoort.","['het', ' ', 'verbod', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'vierde', ' ', 'lid', ', ', 'is', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'indien', ' ', 'de', ' ', 'storing', ' ', 'niet', ' ', 'van', ' ', 'wezenlijke', ' ', 'invloed', ' ', 'is', ' ', 'op', ' ', 'de', ' ', 'staat', ' ', 'van', ' ', 'instandhouding', ' ', 'van', ' ', 'de', ' ', 'desbetreffende', ' ', 'vogelsoort', '.']"
137,"het is verboden vogels van soorten als bedoeld in artikel 1 van de vogelrichtlijn dood of levend, of gemakkelijk herkenbare delen daarvan, of uit deze vogels verkregen producten te verkopen, te vervoeren voor verkoop, onder zich te hebben voor verkoop of ten verkoop aan te bieden.","['het', ' ', 'is', ' ', 'verboden', ' ', 'vogels', ' ', 'van', ' ', 'soorten', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'artikel', '\xa0', '1', ' ', 'van', ' ', 'de', ' ', 'vogelrichtlijn', ' ', 'dood', ' ', 'of', ' ', 'levend', ', ', 'of', ' ', 'gemakkelijk', ' ', 'herkenbare', ' ', 'delen', ' ', 'daarvan', ', ', 'of', ' ', 'uit', ' ', 'deze', ' ', 'vogels', ' ', 'verkregen', ' ', 'producten', ' ', 'te', ' ', 'verkopen', ', ', 'te', ' ', 'vervoeren', ' ', 'voor', ' ', 'verkoop', ', ', 'onder', ' ', 'zich', ' ', 'te', ' ', 'hebben', ' ', 'voor', ' ', 'verkoop', ' ', 'of', ' ', 'ten', ' ', 'verkoop', ' ', 'aan', ' ', 'te', ' ', 'bieden', '.']"
138,"het verbod, bedoeld in het eerste lid, is niet van toepassing ten aanzien van vogels van soorten, genoemd in bijlage iii, deel a, bij de vogelrichtlijn, die aantoonbaar overeenkomstig het bepaalde bij of krachtens deze wet zijn gedood of gevangen, onderscheidenlijk verkregen, en ten aanzien van delen of producten van die vogels.","['het', ' ', 'verbod', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'is', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'ten', ' ', 'aanzien', ' ', 'van', ' ', 'vogels', ' ', 'van', ' ', 'soorten', ', ', 'genoemd', ' ', 'in', ' ', 'bijlage', ' ', 'iii', ', ', 'deel', ' ', 'a', ', ', 'bij', ' ', 'de', ' ', 'vogelrichtlijn', ', ', 'die', ' ', 'aantoonbaar', ' ', 'overeenkomstig', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'deze', ' ', 'wet', ' ', 'zijn', ' ', 'gedood', ' ', 'of', ' ', 'gevangen', ', ', 'onderscheidenlijk', ' ', 'verkregen', ', ', 'en', ' ', 'ten', ' ', 'aanzien', ' ', 'van', ' ', 'delen', ' ', 'of', ' ', 'producten', ' ', 'van', ' ', 'die', ' ', 'vogels', '.']"
139,"het verbod, bedoeld in het eerste lid, is niet van toepassing ten aanzien van bij algemene maatregel van bestuur aangewezen vogels van soorten, genoemd in bijlage iii, deel b, bij de vogelrichtlijn, die aantoonbaar overeenkomstig het bepaalde bij of krachtens deze wet zijn gedood of gevangen, onderscheidenlijk verkregen, en ten aanzien van delen of producten van die vogels.","['het', ' ', 'verbod', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'is', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'ten', ' ', 'aanzien', ' ', 'van', ' ', 'bij', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'aangewezen', ' ', 'vogels', ' ', 'van', ' ', 'soorten', ', ', 'genoemd', ' ', 'in', ' ', 'bijlage', ' ', 'iii', ', ', 'deel', ' ', 'b', ', ', 'bij', ' ', 'de', ' ', 'vogelrichtlijn', ', ', 'die', ' ', 'aantoonbaar', ' ', 'overeenkomstig', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'deze', ' ', 'wet', ' ', 'zijn', ' ', 'gedood', ' ', 'of', ' ', 'gevangen', ', ', 'onderscheidenlijk', ' ', 'verkregen', ', ', 'en', ' ', 'ten', ' ', 'aanzien', ' ', 'van', ' ', 'delen', ' ', 'of', ' ', 'producten', ' ', 'van', ' ', 'die', ' ', 'vogels', '.']"
140,"bij of krachtens algemene maatregel van bestuur kunnen regels worden gesteld over de verkoop, het vervoer voor verkoop, het onder zich hebben voor verkoop of het ten verkoop aanbieden van vogels van soorten, aangewezen op grond van het derde lid, en delen of producten van die vogels.","['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kunnen', ' ', 'regels', ' ', 'worden', ' ', 'gesteld', ' ', 'over', ' ', 'de', ' ', 'verkoop', ', ', 'het', ' ', 'vervoer', ' ', 'voor', ' ', 'verkoop', ', ', 'het', ' ', 'onder', ' ', 'zich', ' ', 'hebben', ' ', 'voor', ' ', 'verkoop', ' ', 'of', ' ', 'het', ' ', 'ten', ' ', 'verkoop', ' ', 'aanbieden', ' ', 'van', ' ', 'vogels', ' ', 'van', ' ', 'soorten', ', ', 'aangewezen', ' ', 'op', ' ', 'grond', ' ', 'van', ' ', 'het', ' ', 'derde', ' ', 'lid', ', ', 'en', ' ', 'delen', ' ', 'of', ' ', 'producten', ' ', 'van', ' ', 'die', ' ', 'vogels', '.']"
141,"een vogelsoort wordt op grond van het derde lid uitsluitend aangewezen, indien de handelingen, bedoeld in het eerste lid, uitgevoerd overeenkomstig regels als bedoeld in het vierde lid, er niet toe leiden dat het populatieniveau, de geografische verspreiding of de omvang van de voortplanting van deze soort in gevaar wordt gebracht of kan worden gebracht.","['een', ' ', 'vogelsoort', ' ', 'wordt', ' ', 'op', ' ', 'grond', ' ', 'van', ' ', 'het', ' ', 'derde', ' ', 'lid', ' ', 'uitsluitend', ' ', 'aangewezen', ', ', 'indien', ' ', 'de', ' ', 'handelingen', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'uitgevoerd', ' ', 'overeenkomstig', ' ', 'regels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'vierde', ' ', 'lid', ', ', 'er', ' ', 'niet', ' ', 'toe', ' ', 'leiden', ' ', 'dat', ' ', 'het', ' ', 'populatieniveau', ', ', 'de', ' ', 'geografische', ' ', 'verspreiding', ' ', 'of', ' ', 'de', ' ', 'omvang', ' ', 'van', ' ', 'de', ' ', 'voortplanting', ' ', 'van', ' ', 'deze', ' ', 'soort', ' ', 'in', ' ', 'gevaar', ' ', 'wordt', ' ', 'gebracht', ' ', 'of', ' ', 'kan', ' ', 'worden', ' ', 'gebracht', '.']"
